duplicate_group_id,event_id,source,similarity_reason,duplicate_type,canonical_record,keep_for_training,notes
GRP-00694,EVT-IMCA-0122,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00695,EVT-IMCA-0123,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00696,EVT-IMCA-0124,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00697,EVT-IMCA-0125,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00698,EVT-IMCA-0126,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00699,EVT-IMCA-0127,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00700,EVT-IMCA-0128,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00701,EVT-IMCA-0129,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00702,EVT-IMCA-0130,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00703,EVT-IMCA-0131,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00704,EVT-IMCA-0132,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00705,EVT-IMCA-0133,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00706,EVT-IMCA-0134,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00707,EVT-IMCA-0135,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00708,EVT-IMCA-0136,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00709,EVT-IMCA-0137,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00710,EVT-IMCA-0138,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00711,EVT-IMCA-0139,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00712,EVT-IMCA-0140,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00713,EVT-IMCA-0141,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00714,EVT-IMCA-0142,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00715,EVT-IMCA-0143,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00716,EVT-IMCA-0144,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00717,EVT-IMCA-0145,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00718,EVT-IMCA-0146,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00719,EVT-IMCA-0147,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00720,EVT-IMCA-0148,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00721,EVT-IMCA-0149,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00722,EVT-IMCA-0150,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00723,EVT-IMCA-0151,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00724,EVT-IMCA-0152,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00725,EVT-IMCA-0153,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00726,EVT-IMCA-0154,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00727,EVT-IMCA-0155,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00728,EVT-IMCA-0156,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00729,EVT-IMCA-0157,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00730,EVT-IMCA-0158,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00731,EVT-IMCA-0159,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00732,EVT-IMCA-0160,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00733,EVT-IMCA-0161,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00734,EVT-IMCA-0162,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00735,EVT-IMCA-0163,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00736,EVT-IMCA-0164,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00737,EVT-IMCA-0165,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00738,EVT-IMCA-0166,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00739,EVT-IMCA-0167,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00740,EVT-IMCA-0168,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00741,EVT-IMCA-0169,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00742,EVT-IMCA-0170,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00743,EVT-IMCA-0171,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00744,EVT-IMCA-0172,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00745,EVT-IMCA-0173,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00746,EVT-IMCA-0174,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00747,EVT-IMCA-0175,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00748,EVT-IMCA-0176,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00749,EVT-IMCA-0177,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00750,EVT-IMCA-0178,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00751,EVT-IMCA-0179,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00752,EVT-IMCA-0180,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00753,EVT-IMCA-0181,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00754,EVT-IMCA-0182,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00755,EVT-IMCA-0183,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00756,EVT-IMCA-0184,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00757,EVT-IMCA-0185,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00758,EVT-IMCA-0186,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00759,EVT-IMCA-0187,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00760,EVT-IMCA-0188,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00761,EVT-IMCA-0189,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00762,EVT-IMCA-0190,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00763,EVT-IMCA-0191,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00764,EVT-IMCA-0192,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00765,EVT-IMCA-0193,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00766,EVT-IMCA-0194,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00767,EVT-IMCA-0195,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00768,EVT-IMCA-0196,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00769,EVT-IMCA-0197,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00770,EVT-IMCA-0198,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00771,EVT-IMCA-0199,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00772,EVT-IMCA-0200,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00773,EVT-IMCA-0201,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00774,EVT-IMCA-0202,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00775,EVT-IMCA-0203,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00776,EVT-IMCA-0204,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00777,EVT-IMCA-0205,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00778,EVT-IMCA-0207,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00779,EVT-IMCA-0208,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00780,EVT-IMCA-0209,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00781,EVT-IMCA-0210,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00782,EVT-IMCA-0211,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00783,EVT-IMCA-0212,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00784,EVT-IMCA-0213,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00785,EVT-IMCA-0214,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00786,EVT-IMCA-0215,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00787,EVT-IMCA-0216,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00788,EVT-IMCA-0217,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00789,EVT-IMCA-0218,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00790,EVT-IMCA-0219,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00791,EVT-IMCA-0220,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00792,EVT-IMCA-0221,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00793,EVT-IMCA-0222,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00794,EVT-IMCA-0223,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00795,EVT-IMCA-0224,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00796,EVT-IMCA-0225,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00797,EVT-IMCA-0226,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00798,EVT-IMCA-0227,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00799,EVT-IMCA-0228,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00800,EVT-IMCA-0229,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00801,EVT-IMCA-0230,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00802,EVT-IMCA-0231,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00803,EVT-IMCA-0232,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00804,EVT-IMCA-0233,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00805,EVT-IMCA-0234,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00806,EVT-IMCA-0235,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00807,EVT-IMCA-0236,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00808,EVT-IMCA-0237,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00809,EVT-IMCA-0238,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00810,EVT-IMCA-0239,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00811,EVT-IMCA-0240,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00812,EVT-IMCA-0241,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00813,EVT-IMCA-0242,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00814,EVT-IMCA-0243,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00815,EVT-IMCA-0244,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00816,EVT-IMCA-0245,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00817,EVT-IMCA-0246,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00818,EVT-IMCA-0247,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00819,EVT-IMCA-0248,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00820,EVT-IMCA-0249,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00821,EVT-IMCA-0250,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00822,EVT-IMCA-0251,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00823,EVT-IMCA-0252,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00824,EVT-IMCA-0253,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00825,EVT-IMCA-0254,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00826,EVT-IMCA-0255,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00827,EVT-IMCA-0256,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00828,EVT-IMCA-0257,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00829,EVT-IMCA-0258,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00830,EVT-IMCA-0259,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00831,EVT-IMCA-0260,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00832,EVT-IMCA-0261,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00833,EVT-IMCA-0262,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00834,EVT-IMCA-0263,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00835,EVT-IMCA-0264,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00836,EVT-IMCA-0265,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00837,EVT-IMCA-0266,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00838,EVT-IMCA-0267,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00839,EVT-IMCA-0268,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00840,EVT-IMCA-0269,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00841,EVT-IMCA-0270,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00842,EVT-IMCA-0271,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00843,EVT-IMCA-0272,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00844,EVT-IMCA-0273,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00845,EVT-IMCA-0274,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00846,EVT-IMCA-0275,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00847,EVT-IMCA-0276,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00848,EVT-IMCA-0277,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00849,EVT-IMCA-0278,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00850,EVT-IMCA-0279,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00851,EVT-IMCA-0280,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00852,EVT-IMCA-0281,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00853,EVT-IMCA-0282,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00854,EVT-IMCA-0283,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00855,EVT-IMCA-0284,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00856,EVT-IMCA-0285,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00857,EVT-IMCA-0286,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00858,EVT-IMCA-0287,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00859,EVT-IMCA-0288,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00860,EVT-IMCA-0289,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00861,EVT-IMCA-0290,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,True,Grouped for zero-leakage cross-validation splitting.
GRP-00862,EVT-IMCA-0291,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00863,EVT-IMCA-0292,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00864,EVT-IMCA-0293,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00865,EVT-IMCA-0294,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00866,EVT-IMCA-0295,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00867,EVT-IMCA-0296,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00868,EVT-IMCA-0297,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-00869,EVT-IMCA-0298,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
