event_id,source_organization,document_id,url,reason,audit_status,possible_recovery,review_required
EVT-IMCA-0395,International Marine Contractors Association (IMCA),SRC-IMCA-0395,https://www.imca-int.com/resources/safety/safety-flashes/1123-equipment-starts-unexpectedly/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0396,International Marine Contractors Association (IMCA),SRC-IMCA-0396,https://www.imca-int.com/resources/safety/safety-flashes/1123-near-miss-steam-and-water-released-from-filter/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0397,International Marine Contractors Association (IMCA),SRC-IMCA-0397,https://www.imca-int.com/resources/safety/safety-flashes/1123-maintenance-and-control-of-fire-doors/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0398,International Marine Contractors Association (IMCA),SRC-IMCA-0398,https://www.imca-int.com/resources/safety/safety-flashes/1023-bsee-person-injured-when-safety-mechanisms-failed/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0399,International Marine Contractors Association (IMCA),SRC-IMCA-0399,https://www.imca-int.com/resources/safety/safety-flashes/1023-dropped-spanner-falls-15-m/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0400,International Marine Contractors Association (IMCA),SRC-IMCA-0400,https://www.imca-int.com/resources/safety/safety-flashes/1023-equipment-damage-dropped-object-from-tiltable-lay-system/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0401,International Marine Contractors Association (IMCA),SRC-IMCA-0401,https://www.imca-int.com/resources/safety/safety-flashes/1023-near-miss-personnel-nearly-struck-by-rotating-chain-attached-to-flexible-pipe/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0402,International Marine Contractors Association (IMCA),SRC-IMCA-0402,https://www.imca-int.com/resources/safety/safety-flashes/1023-near-miss-messroom-fridge-fell-over-during-rough-seas/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0403,International Marine Contractors Association (IMCA),SRC-IMCA-0403,https://www.imca-int.com/resources/safety/safety-flashes/0923-lti-finger-injury-during-mooring-operations/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0404,International Marine Contractors Association (IMCA),SRC-IMCA-0404,https://www.imca-int.com/resources/safety/safety-flashes/0923-crew-member-trapped-his-left-index-finger-in-watertight-door/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0405,International Marine Contractors Association (IMCA),SRC-IMCA-0405,https://www.imca-int.com/resources/safety/safety-flashes/0923-hand-injury-from-portable-grinder/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0406,International Marine Contractors Association (IMCA),SRC-IMCA-0406,https://www.imca-int.com/resources/safety/safety-flashes/0923-cut-and-bruise-to-right-hand-whilst-pressure-testing/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0407,International Marine Contractors Association (IMCA),SRC-IMCA-0407,https://www.imca-int.com/resources/safety/safety-flashes/0923-lti-hand-injury-in-galley/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0408,International Marine Contractors Association (IMCA),SRC-IMCA-0408,https://www.imca-int.com/resources/safety/safety-flashes/0823-serious-lti-crew-member-slipped-on-deck-breaking-his-leg/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0409,International Marine Contractors Association (IMCA),SRC-IMCA-0409,https://www.imca-int.com/resources/safety/safety-flashes/0823-head-injury-when-crew-member-fell-over-in-bathroom-during-heavy-weather/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0410,International Marine Contractors Association (IMCA),SRC-IMCA-0410,https://www.imca-int.com/resources/safety/safety-flashes/0823-person-slipped-when-exiting-bathroom-into-cabin/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0411,International Marine Contractors Association (IMCA),SRC-IMCA-0411,https://www.imca-int.com/resources/safety/safety-flashes/0823-leak-of-oil-based-mud/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0412,International Marine Contractors Association (IMCA),SRC-IMCA-0412,https://www.imca-int.com/resources/safety/safety-flashes/0823-life-raft-secured-incorrectly-on-cradle/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0413,International Marine Contractors Association (IMCA),SRC-IMCA-0413,https://www.imca-int.com/resources/safety/safety-flashes/0723-lift-bag-near-miss/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0414,International Marine Contractors Association (IMCA),SRC-IMCA-0414,https://www.imca-int.com/resources/safety/safety-flashes/0723-finger-crushed-under-tether-management-system-tms-protection-guard/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0415,International Marine Contractors Association (IMCA),SRC-IMCA-0415,https://www.imca-int.com/resources/safety/safety-flashes/0723-sudden-and-uncontrollable-move-of-ar-head/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0416,International Marine Contractors Association (IMCA),SRC-IMCA-0416,https://www.imca-int.com/resources/safety/safety-flashes/0623-ineffective-crane-stinger-hook-pin-installation-bsee/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0417,International Marine Contractors Association (IMCA),SRC-IMCA-0417,https://www.imca-int.com/resources/safety/safety-flashes/0623-poor-control-of-work-in-dry-dock/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0418,International Marine Contractors Association (IMCA),SRC-IMCA-0418,https://www.imca-int.com/resources/safety/safety-flashes/0623-battery-explosion-during-routine-maintenance/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0419,International Marine Contractors Association (IMCA),SRC-IMCA-0419,https://www.imca-int.com/resources/safety/safety-flashes/0623-near-miss-foreign-body-in-diver-s-helmet-resulting-in-fall-of-gas-pressure/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0420,International Marine Contractors Association (IMCA),SRC-IMCA-0420,https://www.imca-int.com/resources/safety/safety-flashes/0623-compressor-fire/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0421,International Marine Contractors Association (IMCA),SRC-IMCA-0421,https://www.imca-int.com/resources/safety/safety-flashes/0523-lti-person-crushed-in-watertight-door/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0422,International Marine Contractors Association (IMCA),SRC-IMCA-0422,https://www.imca-int.com/resources/safety/safety-flashes/0523-lti-finger-crushed-while-moving-mobile-gantry-crane/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0423,International Marine Contractors Association (IMCA),SRC-IMCA-0423,https://www.imca-int.com/resources/safety/safety-flashes/0523-lti-crew-member-crushed-finger-when-opening-fire-flap/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0424,International Marine Contractors Association (IMCA),SRC-IMCA-0424,https://www.imca-int.com/resources/safety/safety-flashes/0523-high-potential-incident-person-struck-by-yokohama-fender/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0425,International Marine Contractors Association (IMCA),SRC-IMCA-0425,https://www.imca-int.com/resources/safety/safety-flashes/0523-lti-carbon-monoxide-co-poisoning-during-oxy-acetylene-brazing/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0426,International Marine Contractors Association (IMCA),SRC-IMCA-0426,https://www.imca-int.com/resources/safety/safety-flashes/0423-uncertified-lifting-gear-found-in-use/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0427,International Marine Contractors Association (IMCA),SRC-IMCA-0427,https://www.imca-int.com/resources/safety/safety-flashes/0423-high-potential-near-miss-uncontrollable-movement-of-auxiliary-whip-line/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0428,International Marine Contractors Association (IMCA),SRC-IMCA-0428,https://www.imca-int.com/resources/safety/safety-flashes/0423-dropped-objects-in-dry-dock/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0429,International Marine Contractors Association (IMCA),SRC-IMCA-0429,https://www.imca-int.com/resources/safety/safety-flashes/0423-air-hose-connection-failure/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0430,International Marine Contractors Association (IMCA),SRC-IMCA-0430,https://www.imca-int.com/resources/safety/safety-flashes/0423-electrolytic-corrosion-failure-of-fire-hose-couplings/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0431,International Marine Contractors Association (IMCA),SRC-IMCA-0431,https://www.imca-int.com/resources/safety/safety-flashes/0323-diving-instructor-killed-incorrect-valve-threads/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0432,International Marine Contractors Association (IMCA),SRC-IMCA-0432,https://www.imca-int.com/resources/safety/safety-flashes/0323-near-miss-pilot-ladder-side-rope-failed/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0433,International Marine Contractors Association (IMCA),SRC-IMCA-0433,https://www.imca-int.com/resources/safety/safety-flashes/0323-lti-finger-injury-during-davit-test/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0434,International Marine Contractors Association (IMCA),SRC-IMCA-0434,https://www.imca-int.com/resources/safety/safety-flashes/0323-small-fire-following-hot-work/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0435,International Marine Contractors Association (IMCA),SRC-IMCA-0435,https://www.imca-int.com/resources/safety/safety-flashes/0323-single-point-failure-resulting-in-a-dropped-object/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0436,International Marine Contractors Association (IMCA),SRC-IMCA-0436,https://www.imca-int.com/resources/safety/safety-flashes/0223-umbilical-management-near-miss/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0437,International Marine Contractors Association (IMCA),SRC-IMCA-0437,https://www.imca-int.com/resources/safety/safety-flashes/0223-lost-rov-incident/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0438,International Marine Contractors Association (IMCA),SRC-IMCA-0438,https://www.imca-int.com/resources/safety/safety-flashes/0223-blocked-emergency-exit-hatch/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0439,International Marine Contractors Association (IMCA),SRC-IMCA-0439,https://www.imca-int.com/resources/safety/safety-flashes/0223-serious-hand-injury-msf/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0440,International Marine Contractors Association (IMCA),SRC-IMCA-0440,https://www.imca-int.com/resources/safety/safety-flashes/0223-incorrect-gangway-rigging/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0441,International Marine Contractors Association (IMCA),SRC-IMCA-0441,https://www.imca-int.com/resources/safety/safety-flashes/2922-maib-engine-room-fire-flashover/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0442,International Marine Contractors Association (IMCA),SRC-IMCA-0442,https://www.imca-int.com/resources/safety/safety-flashes/2922-clogged-tumble-dryer-exhaust-fan-potential-for-fire/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0443,International Marine Contractors Association (IMCA),SRC-IMCA-0443,https://www.imca-int.com/resources/safety/safety-flashes/2922-dummy-hot-stab-ejected-during-leak-investigation/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0444,International Marine Contractors Association (IMCA),SRC-IMCA-0444,https://www.imca-int.com/resources/safety/safety-flashes/2922-near-miss-load-lifted-without-notice-putting-crew-in-the-line-of-fire/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0445,International Marine Contractors Association (IMCA),SRC-IMCA-0445,https://www.imca-int.com/resources/safety/safety-flashes/2922-open-toed-shoes-on-an-escalator-not-work-related/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0446,International Marine Contractors Association (IMCA),SRC-IMCA-0446,https://www.imca-int.com/resources/safety/safety-flashes/2822-maib-worker-falls-between-vessel-and-quay/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0447,International Marine Contractors Association (IMCA),SRC-IMCA-0447,https://www.imca-int.com/resources/safety/safety-flashes/2822-accidental-swallowing-of-paint-thinners/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0448,International Marine Contractors Association (IMCA),SRC-IMCA-0448,https://www.imca-int.com/resources/safety/safety-flashes/2822-near-miss-pipe-dropped-from-pipe-supports/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0449,International Marine Contractors Association (IMCA),SRC-IMCA-0449,https://www.imca-int.com/resources/safety/safety-flashes/2822-oil-tank-sight-glass-push-buttons-wired-open/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0450,International Marine Contractors Association (IMCA),SRC-IMCA-0450,https://www.imca-int.com/resources/safety/safety-flashes/2822-bsee-unsafe-chemical-use-and-disposal/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0451,International Marine Contractors Association (IMCA),SRC-IMCA-0451,https://www.imca-int.com/resources/safety/safety-flashes/2722-maib-pinkie-is-no-longer-perkie/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0452,International Marine Contractors Association (IMCA),SRC-IMCA-0452,https://www.imca-int.com/resources/safety/safety-flashes/2722-lti-person-suffered-serious-crush-injuries/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0453,International Marine Contractors Association (IMCA),SRC-IMCA-0453,https://www.imca-int.com/resources/safety/safety-flashes/2722-lti-burns-to-forearms/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0454,International Marine Contractors Association (IMCA),SRC-IMCA-0454,https://www.imca-int.com/resources/safety/safety-flashes/2722-lti-foot-trapped-between-pipes/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0455,International Marine Contractors Association (IMCA),SRC-IMCA-0455,https://www.imca-int.com/resources/safety/safety-flashes/2722-maib-a-scalding-injury/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0456,International Marine Contractors Association (IMCA),SRC-IMCA-0456,https://www.imca-int.com/resources/safety/safety-flashes/2622-maib-flooding-and-sinking-of-the-survey-workboat-bella/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0457,International Marine Contractors Association (IMCA),SRC-IMCA-0457,https://www.imca-int.com/resources/safety/safety-flashes/2622-vessel-collision-with-underwater-objects-in-harbour/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0458,International Marine Contractors Association (IMCA),SRC-IMCA-0458,https://www.imca-int.com/resources/safety/safety-flashes/2622-oil-leakage-from-vessel-crane-onto-quayside/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0459,International Marine Contractors Association (IMCA),SRC-IMCA-0459,https://www.imca-int.com/resources/safety/safety-flashes/2622-bsee-a-note-on-repetitive-strain-injuries/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0460,International Marine Contractors Association (IMCA),SRC-IMCA-0460,https://www.imca-int.com/resources/safety/safety-flashes/2622-connection-failure-during-lifting-operation/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0461,International Marine Contractors Association (IMCA),SRC-IMCA-0461,https://www.imca-int.com/resources/safety/safety-flashes/2522-bsee-hazards-associated-with-cranes-on-idle-facilities/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0462,International Marine Contractors Association (IMCA),SRC-IMCA-0462,https://www.imca-int.com/resources/safety/safety-flashes/2522-bsee-unsafe-crane-working-practices-result-in-injury/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0463,International Marine Contractors Association (IMCA),SRC-IMCA-0463,https://www.imca-int.com/resources/safety/safety-flashes/2522-uscg-hidden-corrosion-on-deck-fittings-can-cause-dangerous-failures/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0464,International Marine Contractors Association (IMCA),SRC-IMCA-0464,https://www.imca-int.com/resources/safety/safety-flashes/2522-maib-mv-teal-bay-mooring-fatality/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0465,International Marine Contractors Association (IMCA),SRC-IMCA-0465,https://www.imca-int.com/resources/safety/safety-flashes/2522-failure-of-moorings-during-heavy-weather/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0466,International Marine Contractors Association (IMCA),SRC-IMCA-0466,https://www.imca-int.com/resources/safety/safety-flashes/2422-focus-on-third-party-dropped-objects/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0467,International Marine Contractors Association (IMCA),SRC-IMCA-0467,https://www.imca-int.com/resources/safety/safety-flashes/2422-hydraulic-oil-leak-to-sea-from-downline-fitting/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0468,International Marine Contractors Association (IMCA),SRC-IMCA-0468,https://www.imca-int.com/resources/safety/safety-flashes/2422-bsee-poor-preparation-prior-to-hot-work-leads-to-fires/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0469,International Marine Contractors Association (IMCA),SRC-IMCA-0469,https://www.imca-int.com/resources/safety/safety-flashes/2422-failure-to-plan-properly-electrician-sustains-serious-burns-uk-hse/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0470,International Marine Contractors Association (IMCA),SRC-IMCA-0470,https://www.imca-int.com/resources/safety/safety-flashes/2422-live-sub-surface-power-cable-inadvertently-cut/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0471,International Marine Contractors Association (IMCA),SRC-IMCA-0471,https://www.imca-int.com/resources/safety/safety-flashes/2422-near-miss-oily-rag-activated-smoke-sensor-in-vessel-laundry-area/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0472,International Marine Contractors Association (IMCA),SRC-IMCA-0472,https://www.imca-int.com/resources/safety/safety-flashes/2322-serious-injury-during-mooring-operations-rope-parted/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0473,International Marine Contractors Association (IMCA),SRC-IMCA-0473,https://www.imca-int.com/resources/safety/safety-flashes/2322-failure-of-slings-during-loading-operations/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0474,International Marine Contractors Association (IMCA),SRC-IMCA-0474,https://www.imca-int.com/resources/safety/safety-flashes/2322-bsee-stored-energy-in-slings-causes-multiple-injuries/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0475,International Marine Contractors Association (IMCA),SRC-IMCA-0475,https://www.imca-int.com/resources/safety/safety-flashes/2322-damage-to-chain-hoist-subsea/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0476,International Marine Contractors Association (IMCA),SRC-IMCA-0476,https://www.imca-int.com/resources/safety/safety-flashes/2322-unsafe-transportation-and-packing-arrangements/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0477,International Marine Contractors Association (IMCA),SRC-IMCA-0477,https://www.imca-int.com/resources/safety/safety-flashes/2222-diver-finger-injury-scrubber-blower-fan/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0478,International Marine Contractors Association (IMCA),SRC-IMCA-0478,https://www.imca-int.com/resources/safety/safety-flashes/2222-bsee-unsecured-pressurised-hoses-result-in-hand-injuries/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
EVT-IMCA-0479,International Marine Contractors Association (IMCA),SRC-IMCA-0479,https://www.imca-int.com/resources/safety/safety-flashes/2222-cook-s-arm-scalded-while-removing-food-from-oven/,Missing physical document artifact in packaged repository (catalog metadata only),QUARANTINED_UNVERIFIED_ARTIFACT,Download original PDF/HTML from source URL and verify SHA-256,True
