event_id,source_tier,dataset_tier,source_quality,extraction_quality,label_quality,overall_quality,has_document_sha256,has_energy,has_barriers,sif_label_type
"EVT-IMCA-0052","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0053","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0054","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0055","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","true","UNKNOWN"
"EVT-IMCA-0056","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0057","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","false","UNKNOWN"
"EVT-IMCA-0058","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0059","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","false","true","UNKNOWN"
"EVT-IMCA-0060","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-0061","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0062","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0063","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0064","TIER_B_INDUSTRY","SILVER","HIGH","HIGH","MEDIUM","HIGH","true","true","false","DERIVED"
"EVT-IMCA-0065","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0066","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0067","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0068","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0069","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0070","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0071","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0072","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0073","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0074","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0075","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0076","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0077","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0078","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0079","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0080","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0081","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0082","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0083","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0084","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0085","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0086","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0087","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0088","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0089","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0090","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0091","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0092","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0093","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0094","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0095","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0096","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0097","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0098","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0099","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0100","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0101","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0102","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0103","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0104","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0105","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0106","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0107","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0108","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0109","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0110","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0111","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0112","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0113","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0114","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0115","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0116","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0117","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0118","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0119","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0120","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0121","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0122","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0123","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0124","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0125","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0126","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","MEDIUM","MEDIUM","true","true","false","DERIVED"
"EVT-IMCA-0127","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0128","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0129","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0130","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0131","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0132","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0133","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0134","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0135","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0136","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0137","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0138","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0139","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0140","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0141","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0142","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0143","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0144","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0145","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0146","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0147","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0148","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0149","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0150","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0151","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0152","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0153","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0154","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0155","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0156","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0157","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0158","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0159","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0160","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0161","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0162","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0163","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0164","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0165","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0166","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0167","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0168","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0169","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0170","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0171","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0172","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0173","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0174","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0175","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0176","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0177","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0178","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0179","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0180","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0181","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0182","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0183","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0184","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0185","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0186","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0187","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0188","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0189","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0190","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0191","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0192","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0193","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0194","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0195","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0196","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0197","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0198","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0199","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0200","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0201","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0202","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0203","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0204","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0205","TIER_B_INDUSTRY","BRONZE","HIGH","HIGH","HIGH","MEDIUM","true","true","true","EXPLICIT"
"EVT-IMCA-0207","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0208","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0209","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0210","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0211","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0212","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0213","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0214","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0215","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0216","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0217","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0218","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0219","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0220","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0221","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0222","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0223","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0224","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0225","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0226","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0227","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0228","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0229","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0230","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0231","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0232","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0233","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0234","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0235","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0236","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0237","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0238","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0239","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0240","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0241","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0242","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0243","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0244","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0245","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0246","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0247","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0248","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0249","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0250","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0251","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0252","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0253","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0254","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0255","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0256","TIER_B_INDUSTRY","SILVER","HIGH","HIGH","MEDIUM","HIGH","true","true","false","DERIVED"
"EVT-IMCA-0257","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0258","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
"EVT-IMCA-0259","TIER_B_INDUSTRY","GOLD","HIGH","HIGH","HIGH","HIGH","true","true","true","EXPLICIT"
