event_id,barrier_id,barrier_type,barrier_state,evidence_text,evidence_status,evidence_start,evidence_end,grounding_type,quality_flag
EVT-BSEE-0094,BAR-LIFT-05,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0095,BAR-FALL-03,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0095,BAR-LIFT-05,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0096,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0097,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0097,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0097,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0098,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0098,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0099,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0099,BAR-FALL-03,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0099,BAR-LIFT-05,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0100,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0102,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0104,BAR-FALL-03,PHYSICAL,DEGRADED,corroded grating,SUPPORTED,3192,3208,EXPLICIT_SOURCE_TEXT,VERIFIED
EVT-BSEE-0104,BAR-LIFT-05,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0105,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0106,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0106,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0106,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0107,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0107,BAR-FALL-03,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0107,BAR-LIFT-05,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0109,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0110,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0111,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0113,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0114,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0115,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0115,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0116,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0117,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0119,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0120,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0121,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0123,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0124,BAR-FALL-03,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0124,BAR-LIFT-05,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0126,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0128,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0129,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0129,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0131,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0133,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0134,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0134,BAR-FALL-03,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0134,BAR-LIFT-05,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0136,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0137,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0140,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0140,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0140,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0142,BAR-FALL-03,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0142,BAR-LIFT-05,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0143,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0143,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0145,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0149,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0150,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0151,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0152,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0153,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0154,BAR-FALL-03,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0154,BAR-LIFT-05,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0155,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0155,BAR-FALL-03,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0155,BAR-LIFT-05,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0157,BAR-FALL-03,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0157,BAR-LIFT-05,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0158,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0159,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0160,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0160,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0160,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0161,BAR-FALL-03,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0161,BAR-LIFT-05,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0163,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0165,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0167,BAR-FALL-03,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0167,BAR-LIFT-05,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0168,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0169,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0169,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0169,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0171,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0175,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0176,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0176,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0176,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0177,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0178,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0179,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0179,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0182,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0182,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0183,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0184,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0184,BAR-FALL-03,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0184,BAR-LIFT-05,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0186,BAR-FALL-03,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0186,BAR-LIFT-05,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0188,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0188,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0188,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0189,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0191,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0193,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0194,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0195,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0197,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0198,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0199,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0199,BAR-FALL-03,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0199,BAR-LIFT-05,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0201,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0201,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0201,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0202,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0204,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0208,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0210,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0211,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0211,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0211,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0212,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0214,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0215,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0216,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0217,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0217,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0217,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0218,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0219,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0219,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0219,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0220,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0220,BAR-FALL-03,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0220,BAR-LIFT-05,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0221,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0221,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0222,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0223,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0223,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0224,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0225,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0225,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0225,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0227,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0227,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
